url,name,total_time,rating_value,rating_count,calories,fat_g,sat_fat_g,sugar_g,fiber_g,cholesterol_mg,sodium_mg,carbs_g,protein_g,ingredients
www.loveandlemons.com/chickpea-salad/,Chickpea Salad,20m,4.96,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 tablespoons extra-virgin olive oil; 2 tablespoons fresh lemon juice; 1  garlic clove (grated); 1 teaspoon Dijon mustard; 1 teaspoon sea salt; Freshly ground black pepper; 3 cups cooked chickpeas (drained and rinsed); 2 cups mixed yellow and red grape tomatoes (halved); ½  English cucumber (diced); ½ cup Pickled Red Onions; ½ cup kalamata olives (pitted and halved); ½ cup chopped fresh parsley; ¼ cup chopped fresh dill; ¼ cup chopped fresh mint (plus whole mint leaves for garnish)
www.recipetineats.com/shortbread-cookies/#wprm-recipe-container-22588,Shortbread Cookies,35m,4.95,117,135,9,5,4,1,22,75,13,1,"250g / 8 oz   salted butter, softened (2 x US sticks, 1 cup) (or unsalted + ¼ tsp salt); 3/4 cup (90g)  icing sugar (powdered sugar) ((Note 2)); 2 cups (300g)  plain / all purpose flour"
www.skinnytaste.com/chicken-and-broccoli-stir-fry/,Chicken and Broccoli Recipe,30m,4.9,158,249,9,0.7,6.2,1.6,73,766,14.6,27,1/4 cup low sodium soy sauce (or use gf soy sauce*); 1/2 cup chicken broth*; 1 tablespoon cornstarch; 2 tablespoons mirin; 1 tablespoon sugar; 2 teaspoons sesame oil; 1/4 teaspoon white pepper; 1 tablespoon canola oil (divided); 1 tablespoon minced garlic; 1 tablespoon minced ginger; 1 pound chicken breast (sliced very thinly); 2 cups broccoli florets; sesame seeds as garnish (if desired)
funmoneymom.com/alcoholic-butterbeer-recipe-harry-potter-inspired/,Alcoholic Butterbeer Recipe (Harry Potter Inspired),5m,4.99,86,367,8,7,45,N/A,7,41,45,1,6 ounces cream soda; 1 ounce vanilla vodka; 1 ounce butterscotch schnapps; 2 tablespoons whipped cream  (for topping); 1 tablespoon butterscotch syrup (for topping)
www.lilvienna.com/homemade-apple-strudel/,How to make Homemade Apple Strudel,N/A,4.92,137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1  strudel dough (recipe here); 2 tablespoons unsalted butter (30 g); 1/2 cup + 1 Tbsp fine, dry bread crumbs (70 g); 2 lbs sweet-tart apples (e.g. MacIntosh) (900 g); Juice of 1/2 a lemon; 5 tablespoons granulated sugar (65 g) ((see note)); 1/2 teaspoon ground cinnamon ((use 1 teaspoon if you love cinnamon)); 1/4 cup (25 g) chopped walnuts ((even better if briefly toasted in a pan without oil)); 4 tablespoons raisins (50 g); Optional: 3 tablespoons rum or lukewarm water for soaking the raisins; 2 tablespoons melted butter for brushing the dough; Powdered sugar for dusting; Whipped cream or vanilla ice cream for serving (optional)"
www.recipetineats.com/falafel-recipe/#wprm-recipe-container-31184,Falafel,35m,4.94,130,76,4,3,1,2,N/A,179,7,2,"225 g / 8 oz   dried chick peas ((Note 1)); 1 cup parsley leaves (, roughly chopped); 1 cup coriander/cilantro leaves (, roughly chopped); 6  scallions/shallots (, white and light green part only finely chopped (Note 2)); 2 cloves of garlic (, minced); 1 tsp cumin; 1/2 tsp coriander; 1 1/2 tsp salt; 1/2 tsp baking powder ((Note 3)); 4 tsp flour  ((plain/all purpose) OR chickpea flour); 5 tbsp water; 500 ml / 2 cups+   vegetable oil ((Note 4)); 4 tbsp tahini; 2 tbsp lemon juice; 4 tbsp water; 1/4 tsp salt ((adjust to taste)); Pita bread or other flatbreads; Tabbouleh ((recipe below)); Hummus ((optional extra)); Shredded lettuce, tomato slices, sliced red or white onion"
feastandwest.com/brown-sugar-simple-syrup/,Brown Sugar Syrup,10m,4.97,98,84,N/A,N/A,21,N/A,N/A,7,22,0.03,"1 cup packed brown sugar (light or dark, 2 cups for rich syrup); 1 cup water"
www.loveandlemons.com/green-goddess-dressing/,Green Goddess Dressing,5m,4.93,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 cup whole milk Greek yogurt*; 1 cup fresh parsley; 1 cup mixed soft leafy herbs (dill, mint, tarragon and/or cilantro); 2 tablespoons chopped chives; 2 tablespoons fresh lemon juice (plus ½ teaspoon zest); 1 tablespoon extra-virgin olive oil; 2 teaspoons capers; 1  garlic clove; ¼ teaspoon sea salt; Freshly ground black pepper"
www.loveandlemons.com/pineapple-salsa/,Pineapple Salsa,15m,5,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 cups diced fresh pineapple; ¼ cup diced red onion; ½  jalapeño pepper (diced); Juice and zest of 1 lime; ½ cup chopped fresh cilantro; 1  garlic clove (minced); ¼ teaspoon sea salt; Tortilla chips (for serving)
www.recipetineats.com/baked-parmesan-crusted-salmon-with-lemon-cream-sauce/#wprm-recipe-container-24820,Baked Parmesan Crusted Salmon with Lemon Cream Sauce,40m,4.99,86,427,25.3,11,1.6,0.9,113,517,12,33.7,"1 (1 - 1.4 kg / 2 - 2.8 lb)  side of salmon ( (Note 1)); 3- 4 tbsp Dijon mustard; 1 cup panko breadcrumbs ((50g) (Note 2)); Oil spray; 50g / 3 tbsp   butter (, melted); 1/3 cup grated parmesan (, store bought  (1/2 cup fresh grated) (Note 3)); 2 tbsp finely chopped fresh parsley; 2 tbsp finely chopped fresh dill; Zest of 1 lemon; 1/2 tsp salt; Pepper; 30g / 2tbsp  butter; 1  eschallot / finely chopped ((Note 4)); 1 1/4 cups dry white wine ((Note 5)); 1 1/2 cups heavy cream / thickened cream; 1 tbsp Dijon mustard; 2 1/2 tbsp lemon juice ((plus more to taste)); 1/2 tsp sugar; Salt and pepper; Watercress; Lemon wedges; Fresh dill"
www.recipetineats.com/chocolate-self-saucing-pudding/#wprm-recipe-container-23652,Chocolate Self Saucing Pudding,40m,4.93,116,321,8.6,5.1,40.6,1.7,47,79,59.7,4.5,"1 cup (175g)  brown sugar (, loosely packed (Note 1)); 1/4 cup (30g)  cocoa powder (, unsweetened (Note 2)); 1 1/4 cups (315ml)  boiling water; 1 cup (150g)  plain flour ((all purpose flour)); 2 1/2 tsp baking powder; 1/3 cup (70g)  white sugar (, preferably caster/super fine but ordinary ok); 1/4 cup (30g)  cocoa powder (, unsweetened (Note 2)); Pinch of salt; 1/2 cup (125ml)  milk; 50 g / 4 1/2 tbsp   butter (, melted); 1  egg; 1 tsp vanilla extract"
sallysbakingaddiction.com/minestrone-soup/,Thick &amp; Hearty Minestrone Soup,1h 15m,4.9,94,171,3.7,0.6,6.7,5.4,0,615.3,29.6,6.7,"2 Tablespoons extra virgin olive oil; 1 cup (130g) diced yellow onion (1/2 of a large onion); 1 cup (120g) sliced or diced carrots (1–2 large carrots or a handful of baby carrots); 1 cup (120g) sliced or diced celery ; 1 cup (130g) sliced or diced zucchini; 4 garlic cloves, minced; 1 Tablespoon Italian seasoning*; 1 teaspoon salt; 1/2 teaspoon fresh ground pepper; 1/2 teaspoon dried thyme; 6–7 cups (about 1.5L) vegetable or chicken broth*; 2 cups (480ml) water; 2–3 teaspoons red wine vinegar*; 1 bay leaf; 1 (15.5-ounce/439g) can kidney beans, drained and rinsed*; 1 (15.5-ounce/439g) can butter beans, drained and rinsed*; 1 (15.5-ounce/439g) can green beans, drained and rinsed*; 1 (14.5-ounce/411g) can diced tomatoes (do not drain); 1 (6-ounce/170g) can tomato paste; 1 and 1/3 cups uncooked rice (about 290g) or orzo pasta (240g)*; 3 cups (120g) fresh spinach, chopped; optional: grated parmesan cheese and fresh thyme, for serving"
www.skinnytaste.com/italian-sub-broccoli-salad/,Italian Sub Broccoli Salad,15m,4.97,92,373,23.5,7,8,6,41,1278,20,21,1/2 small red onion (sliced thin); 1 pound broccoli florets (chopped into small bite-sized pieces (8 cups)); 1 cup cherry tomatoes (quartered); 15- ounce can chickpeas (drained and rinsed); 3 ounces fresh mozzarella (diced or torn); 3 ounces reduced-fat provolone (diced); 3 ounces genoa salami (diced); 3 ounces lean deli ham (diced); 3 ounces deli turkey (diced); ½ cup sliced pepperoncini (plus 2 tablespoons of brine); 1/4 cup extra virgin olive oil (plus 2 teaspoons); 1/4 cup red wine vinegar*; 1 1/2 teaspoons kosher salt; 1 teaspoon dried oregano; 1/4 teaspoon freshly ground black pepper
sallysbakingaddiction.com/pumpkin-bars/,The Best Pumpkin Bars I've Ever Had,3h,4.8,163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2 cups (250g) all-purpose flour (spooned &amp; leveled); 1 and 1/2 teaspoons baking powder; 1 teaspoon baking soda; 1 teaspoon salt; 1 and 1/2 teaspoons ground cinnamon; 2 teaspoons store-bought or homemade pumpkin pie spice*; 1 cup (240ml) vegetable oil*; 3 large eggs; 1 cup (200g) packed light or dark brown sugar; 1/3 cup (65g) granulated sugar; 2 Tablespoons (30ml) pure maple syrup; 1 (15 ounce) can pumpkin puree*; 1 and 1/2 teaspoons pure vanilla extract; 8 ounces (226g) full-fat brick cream cheese, softened to room temperature; 1/4 cup (4 Tbsp; 56g) unsalted butter, softened to room temperature; 3 cups (360g) confectioners’ sugar; 1 teaspoon pure vanilla extract; 1/4 teaspoon store-bought or homemade pumpkin pie spice*; 1/8 teaspoon salt; optional: sprinkles for decorating"
cookieandkate.com/southwestern-kale-power-salad/,"Southwestern Kale Power Salad with Sweet Potato, Quinoa &amp; Avocado Sauce",55m,4.8,156,706,31.4,5.9,9.1,22,11,1099.9,92.4,20.2,"1 cup quinoa; 1 bunch kale, ribs removed and chopped into very small, bite-sized pieces; 2 tablespoons olive oil; 1 medium lime, juiced; &frac12; teaspoon fine salt; 2 medium sweet potatoes (about 1 &frac12; pounds), sliced into small, &frac14;-inch cubes; 2 tablespoons olive oil; 2 teaspoons ground cumin; 1 teaspoon smoked paprika; &frac12; teaspoon fine salt; 2 ripe avocados, sliced into long strips; &frac14; cup lime juice (about 2 limes); 1 medium jalapeño, deseeded, membranes removed and roughly chopped; 1 handful cilantro leaves; &frac12; teaspoon ground coriander, optional; &frac14; teaspoon fine salt, to taste; 1 can (14 ounces) black beans, rinsed and drained, or 1 &frac12; cups cooked black beans; &#8531; cup crumbled feta; &frac14; cup pepitas (green pumpkin seeds)"
www.recipetineats.com/chicken-brine-recipe/#jump-watch,Chicken Brine,1515m,4.98,82,432,17,5,1,1,188,189,5,63,"2 litres / 2 quarts  water (, cold tap water); 1/3 cup kosher or cooking salt, NOT table salt ((Note 1)); 2  lemons (, quartered); 10  sprigs parsley (, fresh ); 7  sprigs thyme; 2  sprigs rosemary; 5  bay leaves, fresh ((or 3 dried)); 1/4 cup  honey; 6  garlic cloves, (smashed (Note 3)); 1 tbsp black peppercorns; 1.5 - 2 kg / 3-4lb  chicken (, whole); 3 tbsp / 40g  butter (, melted); Salt and pepper to season"
www.loveandlemons.com/chimichurri-sauce/,Chimichurri Sauce,10m,4.86,142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"⅓ cup extra-virgin olive oil; 2 tablespoons white wine vinegar; 1  garlic clove (minced); ½ teaspoon sea salt; ¼ teaspoon dried oregano; ¼ teaspoon red pepper flakes; ¼ teaspoon smoked paprika; ½ cup finely chopped fresh flat-leaf parsley ((from about 1 bunch of parsley, coarse stems removed))"
pinchofyum.com/red-curry-lentils,Red Curry Lentils,45m,4.9,150,249,6.5,4.3,5.8,14.5,10.2,181.9,35.1,12.5,"1 1/2 cups lentils, rinsed and picked over; 1/2 large onion, diced; 2 tablespoons butter; 2 tablespoons red curry paste; 1/2 tablespoon garam masala; 1 teaspoon curry powder; 1/2 teaspoon turmeric; 1 teaspoon sugar; 1 teaspoon garlic, minced; 1 teaspoon ginger, minced; a few good shakes of cayenne pepper; 1 14-ounce can tomato puree; 1/4 cup coconut milk or cream; cilantro for garnishing; rice for serving"
cookieandkate.com/mexican-quinoa-stew-recipe/,Mexican Quinoa Stew,40m,4.9,149,249,5.7,0.8,5.8,10.8,0,1191.7,41.1,10.5,"1 teaspoon coconut oil (I opted to use 1 tablespoon olive oil instead); 1 medium yellow onion, chopped; 2 celery stalks, chopped; 3 carrots, chopped; 4 cloves garlic, pressed or minced; 2 jalapeños, seeded and chopped; 3 &frac12; cups water; 1 large can (28 ounces) diced tomatoes; 1 &frac12; cups cooked black beans or 1 can (15 ounces) black beans, rinsed and drained; 1 &frac12; teaspoons ground cumin; 2 teaspoons fine sea salt; &frac12; cup quinoa (dry/uncooked); &frac14; cup chopped fresh cilantro; &#8539; teaspoon cayenne pepper (for extra heat, optional); Freshly ground black pepper; Optional garnishes (my ideas): extra chopped cilantro, small wedges of lime, diced avocado, crumbled tortilla chips, grated cheese, sour cream&#8230;"
www.themediterraneandish.com/tahini-sauce-recipe-how-to-make-tahini/,Tahini Sauce,10m,4.97,78,93.5,8,1.1,0.2,0.9,N/A,105.2,4.5,2.8,"1-2  garlic cloves, (peeled); 1/2 teaspoon salt; 3/4 cup tahini paste; 1/2 cup fresh lime or lemon juice; Cold water ((about 1/4 cup)); 1 cup chopped parsley ((optional))"
www.loveandlemons.com/lemon-butter-sauce/,Lemon Butter Sauce,5m,4.99,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,¼ cup unsalted butter (cut into pieces); 1  garlic clove (grated); ¼ teaspoon sea salt; 2 tablespoons fresh lemon juice; Freshly ground black pepper; Parsley (for garnish); Pinch red pepper flakes (optional)
pinchofyum.com/creamy-cauliflower-sauce,Creamy Cauliflower Sauce,30m,4.7,295,91,5.2,3.2,3.8,2.7,13.4,529.1,9.4,3.7,"8 large cloves garlic, minced; 2 tablespoons butter; 5-6 cups cauliflower florets; 6-7 cups vegetable broth or water; 1 teaspoon salt (more to taste); 1/2 teaspoon pepper (more to taste); 1/2 cup milk (more to taste)"
www.recipetineats.com/best-easy-chocolate-cupcakes/#wprm-recipe-container-21239,Best Easy Chocolate Cupcakes,30m,4.97,94,408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3/4 cup plain/all purpose flour; 3/4 cup caster sugar ((super fine sugar, or sub with normal white sugar)); 1/2 tsp baking soda / bi carbonate soda ((Note 1)); Pinch of salt; 120g / 8 tbsp  unsalted butter (, cut into 1&quot; / 2cm pieces (1 US stick / 1/2 cup)); 60g / 2 oz  dark chocolate (, preferably 70%+ cocoa, broken into pieces (Note 2)); 1/2 cup cocoa powder (, preferably Dutch processed (Note 3)); 1/2 cup milk; 1/4 cup vegetable oil  ((or other neutral flavour oil)); 2  large eggs  ((55 - 60g / 2 oz each)); 1 tsp vanilla extract; 1 1/2 tsp white vinegar; 120g / 8 tbsp  unsalted butter (, cut into 1&quot; / 2cm pieces (1 US stick / 1/2 cup)); 1/2 cup cocoa powder (, preferably Dutch processed); 2 1/2 cups soft icing sugar / powdered sugar ((NOT pure icing sugar)); 3 - 4 tbsp milk ((any)); Sprinkles and other decorations, if desired"
www.loveandlemons.com/farro/,How to Cook Farro,30m,5,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 cup uncooked farro (rinsed); 1 tablespoon extra-virgin olive oil; ½ tablespoon fresh lemon juice (plus more to taste); ½ tablespoon fresh thyme leaves; 1  garlic clove (grated); ¼ teaspoon Dijon mustard; ½ teaspoon sea salt (plus more to taste); Freshly ground black pepper; ½ cup chopped fresh parsley; Red pepper flakes (optional)
www.loveandlemons.com/vegan-carrot-cake/,Vegan Carrot Cake,50m,4.85,198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2¼ cups flour (half spelt or whole wheat, half all-purpose); 3 teaspoons baking powder*; 1 teaspoon baking soda; 3 teaspoons cinnamon; ½ teaspoon nutmeg; 1 teaspoon sea salt; ½ cup applesauce; 1 cup almond milk or oat milk; 2 teaspoons vanilla extract; 1 cup cane sugar; ½ cup melted coconut oil or canola oil; 2 cups grated carrots; ½ cup raw macadamia nuts (soaked, drained, and rinsed); ½ cup raw cashews (soaked, drained, and rinsed); ¼ cup almond milk or oat milk; ¼ cup maple syrup; 2 tablespoons coconut oil; 1 teaspoon vanilla extract; 2 teaspoons fresh lemon juice; ½ teaspoon sea salt"
sallysbakingaddiction.com/orange-glazed-cranberry-bread/,Orange Glazed Cranberry Bread,2h,4.9,157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1/4 cup (31g) all-purpose flour (spooned &amp; leveled); 2 Tablespoons (30g) granulated sugar; 1/2 teaspoon ground cinnamon; 3 Tablespoons (43g) unsalted butter, cold and cubed; 2 cups (250g) all-purpose flour (spooned &amp; leveled); 1 teaspoon baking soda; 1/2 teaspoon salt; 1 large egg, at room temperature; 1/2 cup (105g) packed light or dark brown sugar; 1/2 cup (100g) granulated sugar; 1 cup (240ml) buttermilk, at room temperature*; 1/3 cup (80ml) vegetable oil (or melted coconut oil); 1 teaspoon pure vanilla extract; 2 teaspoons orange zest; 1 cup (110g) cranberries, fresh or frozen (do not thaw)*; optional: 1/2 cup (65g) chopped pecans or chopped walnuts; 1 cup (120g) confectioners&#8217; sugar; 1-2 Tablespoons orange juice"
www.recipetineats.com/mexican-red-rice/#wprm-recipe-container-23969,Mexican Red Rice,18m,4.96,89,247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 1/2 tbsp olive oil; 2  garlic cloves (, minced); 1/2  small white onion (, finely chopped); 1 cup long grain white rice (, uncooked (Note 1)); 1 3/4 cups (435 ml)  chicken or vegetable broth ((Note 2)); 2 1/2 tbsp tomato paste; 1/4 tsp salt; 1  serrano or jalapeno pepper (, whole (optional)); 1  sprig coriander / cilantro; Finely chopped coriander / cilantro leaves"
www.skinnytaste.com/enchilada-turkey-meatloaf/,Enchilada Turkey Meatloaf ,75m,4.96,102,268,13,4,2,2,121,667.5,12,26,1 1/2 pounds 93% ground turkey; 1/2 cup quick oats (*check lables for gluten free); 2 tablespoons mild enchilada sauce; 1/2 cup chopped scallions; 1/3 cup corn kernels (fresh or frozen); 1/4 cup canned reduced-sodium black beans (rinsed and drained); 1/4 cup chopped cilantro (plus more for garnish); 4 ounce can mild chopped green chili (drained well); 1 clove crushed garlic; 1 large egg (beaten); 1 1/2 teaspoons kosher salt; 1 1/2 teaspoons ground cumin; 1 teaspoon onion powder; 2/3 cup mild enchilada sauce; 1/3 cup Mexican cheese blend; 1  jalapeño sliced thin (optional)
www.recipetineats.com/meat-pie-recipe/#wprm-recipe-container-36524,Aussie Meat Pie recipe,260m,4.94,118,825,41,14,2,1,165,759,43,46,"1 1/2  batches homemade shortcrust pastry; 3  frozen shortcrust pastry sheets, thawed ((300g/10oz)); 2  refrigerated pie crusts (US/Can); 3  frozen puff pastry sheets, just thawed ((300g/10oz) (Note 2)); 1  egg (, lightly whisked); 1.25 kg / 2.5lb   beef chuck (, 2.5cm/1"" cubes (Note 3)); 1/2 tsp each salt &amp; pepper; 2 - 3 tbsp olive oil; 1  onion (, diced); 4  garlic cloves (, minced); 5 tbsp flour (, plain/all purpose); 1 1/4 cups (315 ml)   beef stock, low sodium ((Note 4)); 3 cups (750 ml)  red wine (, dry full bodied (Note 5)); 2 tbsp tomato paste; 1 tsp Worcestershire sauce; 2 tsp black pepper (, coarsely ground); 2  bay leaves"
www.loveandlemons.com/thumbprint-cookies/,Thumbprint Cookies,45m,4.88,117,129,8,4,5,1,16,41,13,2,2 cups all-purpose flour (spooned and leveled); 1 cup almond flour (spooned and leveled); ½ teaspoon sea salt; 1 cup (2 sticks) unsalted butter (at room temperature); ½ cup granulated sugar; 2 teaspoons pure vanilla extract; ½ teaspoon almond extract; ½ cup raspberry and/or apricot jam
www.loveandlemons.com/homemade-ice-cream-recipe/,Homemade Ice Cream,150m,4.86,164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1½ cups heavy cream; 1½ cups whole milk; ⅔ cup cane sugar; 2 teaspoons vanilla extract; ⅛ teaspoon sea salt
pinchofyum.com/swedish-pancakes,Swedish Pancakes,20m,4.9,142,412,16.2,8.4,20.6,1.1,173.5,415.7,48.4,17.6,"3 eggs; 1 1/2 cups whole milk (+ 1/4 cup &#8211; see notes); 1 cup flour; 3 tablespoons melted butter; 1 tablespoon granulated sugar; 1/2 teaspoon salt; lingonberry or blueberry jam; plain yogurt; whipped cream (or just straight heavy whipping cream &#8211; trust, it&#8217;s delicious)"
www.budgetbytes.com/vegetarian-french-dip-sandwiches/,Vegetarian French Dip Sandwiches,35m,4.9,97,329,13,N/A,N/A,2,N/A,1276,41,12,1  yellow onion ($0.32); 3  portobello mushroom caps (about ½ lb.) ($3.99); 2 Tbsp butter ($0.20); 1/8 tsp salt ($0.01); 1/8 tsp freshly cracked black pepper ($0.01); 1/4 tsp dried thyme ($0.02); 1/4 tsp dried oregano ($0.02); 2 cups vegetable broth* ($0.26); 1 Tbsp soy sauce ($0.06); 1/2 Tbsp brown sugar ($0.02); 1/8 tsp garlic powder ($0.01); 4  6-inch French or Hoagie rolls ($1.66); 4 slices provolone ($1.00)
cookieandkate.com/cold-brew-coffee-recipe/,Cold Brew Coffee,20m,4.9,138,0,0,0,0,0,0,0.4,0,0,3 ounces (85 grams) coarsely-ground coffee (that’s about &frac34; cup whole coffee beans turned into about 1 &frac12; cups* coarsely-ground coffee); 3 cups water (filtered water if you have it)
www.budgetbytes.com/chicken-noodle-soup/,The Best Homemade Chicken Noodle Soup,105m,4.8,308,213,7,N/A,N/A,2,N/A,1263,21,17,"1 medium yellow onion  ($0.99); 3  garlic cloves ($0.12); 4  carrots  ($0.65); 2 ribs celery  ($0.70); 1 Tbsp fresh parsley ($0.08); 2 Tbsp olive oil  ($0.38); 1 tsp dried basil  ($0.25); ½ tsp dried thyme  ($0.24); 1  bay leaf  ($0.12); ¼ tsp black pepper (freshly cracked, $0.02); 1-3 tsp salt  (divided, $0.02); 2  chicken breasts (boneless, skinless $6.21*); 8 cups chicken broth ($0.72**); 6 oz. egg noodles  (uncooked, $0.61)"
www.skinnytaste.com/baked-oatmeal-with-blueberries-and/,Baked Oatmeal with Blueberries and Bananas,45m,4.78,324,211,5.5,0.5,23,4,31.5,77,38,5.5,"2 medium  ripe bananas ((the riper the better) sliced into 1/2"" pieces); 1 1/2 cup blueberries; 1/4 cup honey (or maple); 1 cup uncooked quick or old fashion oats*; 1/4 cup chopped walnuts or pecans; 1/2 tsp baking powder; 3/4 tsp cinnamon; pinch of salt; 1 cup fat free milk (or any milk you desire); 1 large egg; 1 tsp vanilla extract"
www.loveandlemons.com/breakfast-cookies/,Oatmeal Breakfast Cookies,30m,4.93,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 tablespoons ground flaxseed + 5 tablespoons warm water; 1 cup oat flour (made from 1¼ cups whole rolled oats*); 1 cup additional whole rolled oats; ½ cup almond flour; zest of 1 lemon (about ½ tablespoon); ½ teaspoon baking powder; ½ teaspoon baking soda; ½ teaspoon cinnamon; ½ teaspoon sea salt; ½ cup creamy natural almond butter**; ¼ cup coconut oil (melted); ½ cup maple syrup; ⅓ cup walnuts; ¾ cup fresh blueberries
feastandwest.com/green-tea-shot/,Green Tea Shot,5m,5,68,81,N/A,N/A,9,N/A,N/A,3,10,N/A,½ ounce Irish whiskey; ½ ounce peach schnapps; ½ ounce sour mix; ½ ounce lemon-lime soda (optional)
www.recipetineats.com/kung-pao-chicken/#wprm-recipe-container-25341,Kung Pao Chicken,25m,4.93,89,555,41,8,10,2,122,604,18,28,"1 lb / 500g   chicken thigh (, cut into bite size pieces); 2 tsp cornflour / cornstarch; 1 tbsp light soy sauce ((Note 2)); 1.5 tbsp dark soy sauce ((Note 3)); 2 tbsp Chinese black vinegar ((Note 4)); 1 tbsp Chinese cooking wine ((Note 5)); 3 tbsp sugar (, any); 1/2 tsp sesame oil; 1/3 cup water; 2 tbsp peanut oil ((or other cooking oil)); 2  garlic cloves (, minced); 1 tsp ginger (, finely chopped); 6 - 10  dried chillies ((adjust to taste), cut into 2cm/ 3/4"" pieces, most seeds discarded (Note 7)); 3  green onions (, cut into 2cm/ 3/4"" pieces, white parts separated from green); 1.5 tsp ground sichuan peppercorns (, adjust to taste (Note 6)); 3/4 cup whole peanuts (or 1/2 cup halved) (, roasted unsalted)"
www.loveandlemons.com/mexican-wedding-cookies/,Mexican Wedding Cookies,20m,4.85,207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1  heaping cup pecans; 1¼ cups powdered sugar (divided); 1¾ cups all-purpose flour; ¼ teaspoon cinnamon; 1 cup (2 sticks) unsalted butter, at room temperature; ½ teaspoon sea salt; 1 teaspoon vanilla extract; 1 teaspoon almond extract"
www.recipetineats.com/oatmeal-raisin-cookie-soft-chewy/#wprm-recipe-container-23217,Oatmeal Raisin Cookie (Soft &amp; Chewy),45m,4.91,124,265,10.6,6.1,23.7,1.9,41,168,41.3,3.6,"1 1/2 cups raisins ((Note 1)); 1 1/2 cups flour (all purpose  / plain); 1/2 tsp salt; 1/2 tsp baking powder; 1 tsp cinnamon powder; 250g / 8 oz (2 sticks)  unsalted butter (, at room temperature (Note 2)); 1 cup brown sugar  ((packed)); 1 cup white sugar ((granulated. Superfine/caster also ok)); 2  large eggs (, at room temperature (Note 3)); 3 cups rolled oats ((Note 4))"
www.skinnytaste.com/avgolemono-chicken-and-rice-soup/,Avgolemono Chicken and Rice Soup ,55m,4.94,99,265,6.5,2,2,0.5,168.5,413,21.5,27.5,½ ounce container fresh dill; 2 quarts low-sodium chicken broth; 1 ½ pounds boneless skinless chicken thighs; 3/4 cup uncooked white rice; 2 large eggs; ¼ cup freshly squeezed lemon juice (plus more as needed); 1/2 teaspoon kosher salt; ground black pepper (to taste); drizzle extra-virgin olive oil for serving
www.loveandlemons.com/stuffed-mushrooms/,Stuffed Mushrooms,40m,4.97,82,31,2,1,1,0.4,3,76,3,2,½ cup panko breadcrumbs; ½ cup grated pecorino or Parmesan cheese; ½ cup finely chopped fresh parsley (plus more for garnish); ¼ cup chopped oil-packed sun-dried tomatoes (about 4); 2 tablespoons pine nuts; 2  garlic cloves (minced); ¼ teaspoon sea salt (plus more for sprinkling); Freshly ground black pepper; 20 to 24  large cremini mushrooms (stemmed); Extra virgin olive oil (for drizzling); Pinches of red pepper flakes (optional)
feastandwest.com/frozen-strawberry-daiquiris/,Frozen Strawberry Daiquiri,5m,4.99,71,150,0.4,0.02,7,3,N/A,14,13,1,2 cups whole strawberries (fresh or frozen); 3 tablespoons lime juice (fresh-squeezed); 3 ounces light rum; 2 cups ice cubes
feastandwest.com/vodka-cranberry-cocktail/,Cape Codder (Vodka Cranberry),5m,5,66,173,N/A,N/A,9,N/A,N/A,6,11,N/A,3 ounces cranberry juice; 2 ounces vodka; ½ ounce lime juice; 1  lime wedge (for garnish); 3  cranberries (for garnish)
feastandwest.com/tiramisu-martini/,Tiramisu Martini,5m,5,66,469,22,14,22,0.3,66,23,28,2,2 ounces coffee liqueur; 2 ounces brandy (or marsala wine or rum); 1 ounce chocolate liqueur; 1 ounce vanilla vodka; 4 ounces heavy cream; 2 teaspoons chocolate syrup (for garnish); 2 pieces savoiardi ladyfinger cookies (for garnish); 1 teaspoon grated chocolate (for garnish)
www.skinnytaste.com/seared-scallops-over-wilted-spinach-and/,Scallops over Wilted Spinach Parmesan Risotto,40m,4.95,94,481,17,2,1.3,2.5,67,628,16,23.5,1 cup arborio rice; 2 tsp butter; 1  shallot (minced); 1/2 cup white wine; 4 cups fat free chicken stock; salt and pepper; 1/4 cup grated parmesan cheese; 2 tbsp chopped parsley; 16 oz sea scallops (about 12-14 ); salt and fresh pepper; 2 tsp butter; 1 tsp olive oil; 1  shallot (minced); 10 oz baby spinach (washed)
